outcome,feature_set,model,threshold,precision,recall,f1,accuracy,specificity,TP,FP,TN,FN
default,full,Logistic L1,0.25,0.08533145275035262,0.6836158192090396,0.1517241379310345,0.7989300044583147,0.8020451770451771,121,1297,5255,56
default,full,Logistic L1,0.26,0.08614501076812635,0.6779661016949152,0.15286624203821658,0.8023480457720316,0.8057081807081807,120,1273,5279,57
default,full,Logistic L1,0.27,0.08705193855157278,0.672316384180791,0.15414507772020725,0.805914697577649,0.8095238095238095,119,1248,5304,58
default,full,Logistic L1,0.28,0.0875748502994012,0.6610169491525424,0.15465961665565103,0.8099271808589686,0.813949938949939,117,1219,5333,60
default,full,Logistic L1,0.29,0.0887035633055345,0.6610169491525424,0.15641711229946526,0.812453559221281,0.8165445665445665,117,1202,5350,60
default,full,Logistic L1,0.3,0.08943716268311488,0.655367231638418,0.15739484396200815,0.8154257690592955,0.8197496947496947,116,1181,5371,61
default,full,Logistic L1,0.31,0.08869701726844584,0.6384180790960452,0.15575465196416266,0.8179521474216079,0.8228021978021978,113,1161,5391,64
default,full,Logistic L1,0.32,0.0904,0.6384180790960452,0.15837421163279605,0.8215187992272255,0.8264652014652014,113,1137,5415,64
default,full,Logistic L1,0.33,0.0908353609083536,0.632768361581921,0.15886524822695033,0.8237479566057364,0.828907203907204,112,1121,5431,65
default,full,Logistic L1,0.34,0.0927920463960232,0.632768361581921,0.16184971098265896,0.8276118293951553,0.8328754578754579,112,1095,5457,65
default,full,Logistic L1,0.35000000000000003,0.09228187919463088,0.6214689265536724,0.16070124178232287,0.8292465448060633,0.8348595848595849,110,1082,5470,67
default,full,Logistic L1,0.36,0.09345794392523364,0.6214689265536724,0.1624815361890694,0.8314757021845742,0.8371489621489622,110,1067,5485,67
default,full,Logistic L1,0.37,0.09482758620689655,0.6214689265536724,0.16454749439042632,0.8340020805468866,0.8397435897435898,110,1050,5502,67
default,full,Logistic L1,0.38,0.09544658493870403,0.615819209039548,0.1652767247915087,0.8363798484172983,0.8423382173382173,109,1033,5519,68
default,full,Logistic L1,0.39,0.09545049063336307,0.6045197740112994,0.16486902927580893,0.8389062267796107,0.8452380952380952,107,1014,5538,70
default,full,Logistic L1,0.4,0.0966576332429991,0.6045197740112994,0.16666666666666666,0.8409867736662209,0.8473748473748474,107,1000,5552,70
default,full,Logistic L1,0.41000000000000003,0.09771689497716896,0.6045197740112994,0.16823899371069184,0.8427700995690296,0.8492063492063492,107,988,5564,70
default,full,Logistic L1,0.42,0.09869646182495345,0.5988700564971752,0.16946442845723422,0.8455936989151434,0.8522588522588522,106,968,5584,71
default,full,Logistic L1,0.43,0.09802073515551367,0.5875706214689266,0.1680129240710824,0.84693119334225,0.8539377289377289,104,957,5595,73
default,full,Logistic L1,0.44,0.09933142311365807,0.5875706214689266,0.16993464052287582,0.8490117402288602,0.856074481074481,104,943,5609,73
default,full,Logistic L1,0.45,0.1,0.5819209039548022,0.17067108533554268,0.8512408976073711,0.8585164835164835,103,927,5625,74
default,full,Logistic L1,0.46,0.1,0.5706214689265536,0.1701769165964617,0.8536186654777828,0.8612637362637363,101,909,5643,76
default,full,Logistic L1,0.47000000000000003,0.10212335692618807,0.5706214689265536,0.1732418524871355,0.856739485807698,0.8644688644688645,101,888,5664,76
