outcome,feature_set,model,threshold,precision,recall,f1,accuracy,specificity,TP,FP,TN,FN
high_debt_burden,full,Logistic L1,0.8200000000000001,0.9020700636942676,0.5138321995464853,0.654724068188385,0.775375939849624,0.960513643659711,1133,123,2992,1072
high_debt_burden,full,Logistic L1,0.8300000000000001,0.9069572506286673,0.490702947845805,0.6368452030606239,0.7680451127819549,0.9643659711075442,1082,111,3004,1123
high_debt_burden,full,Logistic L1,0.84,0.911944202266783,0.4743764172335601,0.6241050119331742,0.7631578947368421,0.9675762439807384,1046,101,3014,1159
high_debt_burden,full,Logistic L1,0.85,0.914179104477612,0.4444444444444444,0.5981080256332011,0.7524436090225564,0.9704654895666132,980,92,3023,1225
high_debt_burden,full,Logistic L1,0.86,0.9155206286836935,0.4226757369614512,0.5783431585479367,0.7445488721804512,0.9723916532905297,932,86,3029,1273
high_debt_burden,full,Logistic L1,0.87,0.9183040330920372,0.40272108843537413,0.5598991172761665,0.737593984962406,0.9746388443017656,888,79,3036,1317
high_debt_burden,full,Logistic L1,0.88,0.9250559284116331,0.3750566893424036,0.5337205550177476,0.7283834586466166,0.9784911717495988,827,67,3048,1378
high_debt_burden,full,Logistic L1,0.89,0.9293544457978076,0.346031746031746,0.5042961004626569,0.7180451127819549,0.9813804173354735,763,58,3057,1442
high_debt_burden,full,Logistic L1,0.9,0.9298941798941799,0.31882086167800455,0.47483958122256,0.7077067669172933,0.9829855537720706,703,53,3062,1502
high_debt_burden,full,Logistic L1,0.91,0.9354375896700143,0.29569160997732424,0.44934527911784977,0.6996240601503759,0.985553772070626,652,45,3070,1553
high_debt_burden,full,Logistic L1,0.92,0.94375,0.27392290249433104,0.42460456942003505,0.6922932330827067,0.9884430176565008,604,36,3079,1601
high_debt_burden,full,Logistic L1,0.93,0.9489795918367347,0.2530612244897959,0.3995703544575725,0.6847744360902256,0.9903691813804173,558,30,3085,1647
high_debt_burden,full,Logistic L1,0.9400000000000001,0.9603024574669187,0.23038548752834467,0.3716166788588149,0.6770676691729324,0.9932584269662922,508,21,3094,1697
high_debt_burden,full,Logistic L1,0.9500000000000001,0.9720430107526882,0.20498866213151928,0.33857677902621724,0.6680451127819549,0.9958266452648475,452,13,3102,1753
high_debt_burden,full,Logistic L1,0.96,0.9775561097256857,0.17777777777777778,0.30084420567920184,0.6575187969924812,0.9971107544141252,392,9,3106,1813
high_debt_burden,full,Logistic L1,0.97,0.9797687861271677,0.15374149659863945,0.26577812622500985,0.6479323308270677,0.9977528089887641,339,7,3108,1866
high_debt_burden,full,Logistic L1,0.98,0.985663082437276,0.12471655328798185,0.22141706924315618,0.6364661654135338,0.9987158908507223,275,4,3111,1930
high_debt_burden,full,Logistic L1,0.99,0.9896907216494846,0.08707482993197278,0.16006669445602334,0.6212406015037594,0.9993579454253612,192,2,3113,2013
high_debt_burden,full,LDA,0.01,0.4621068186616002,0.9927437641723356,0.630653990204552,0.5180451127819549,0.18202247191011237,2189,2548,567,16
high_debt_burden,full,LDA,0.02,0.5023084025854109,0.9868480725623583,0.6657488144408751,0.5892857142857143,0.30786516853932583,2176,2156,959,29
high_debt_burden,full,LDA,0.03,0.531888697365181,0.9795918367346939,0.6894350462815194,0.6342105263157894,0.3897271268057785,2160,1901,1214,45
high_debt_burden,full,LDA,0.04,0.5556703694135883,0.9755102040816327,0.7080315997366688,0.6665413533834587,0.4478330658105939,2151,1720,1395,54
high_debt_burden,full,LDA,0.05,0.5755376344086022,0.9709750566893424,0.7227004219409283,0.6911654135338345,0.4930979133226324,2141,1579,1536,64
high_debt_burden,full,LDA,0.06,0.5910852713178295,0.9682539682539683,0.7340553549939832,0.7092105263157895,0.5258426966292135,2135,1477,1638,70
high_debt_burden,full,LDA,0.07,0.6033503691084611,0.963718820861678,0.7420988301030207,0.7223684210526315,0.5515248796147673,2125,1397,1718,80
high_debt_burden,full,LDA,0.08,0.6138470451911935,0.9609977324263038,0.7491603323316245,0.7332706766917293,0.5720706260032102,2119,1333,1782,86
high_debt_burden,full,LDA,0.09,0.6218685529030357,0.9569160997732427,0.7538406573776348,0.7409774436090225,0.5881219903691813,2110,1283,1832,95
high_debt_burden,full,LDA,0.1,0.6299850074962519,0.9528344671201814,0.7584837545126354,0.7484962406015038,0.603852327447833,2101,1234,1881,104
high_debt_burden,full,LDA,0.11,0.6388888888888888,0.9492063492063492,0.7637292464878671,0.756578947368421,0.6202247191011236,2093,1183,1932,112
high_debt_burden,full,LDA,0.12,0.6457496136012365,0.9473922902494331,0.768014705882353,0.762781954887218,0.6321027287319422,2089,1146,1969,116
high_debt_burden,full,LDA,0.13,0.6547169811320754,0.9442176870748299,0.773259052924791,0.7704887218045112,0.6475120385232744,2082,1098,2017,123
high_debt_burden,full,LDA,0.14,0.661244019138756,0.9401360544217687,0.7764044943820225,0.7755639097744361,0.6590690208667737,2073,1062,2053,132
high_debt_burden,full,LDA,0.15,0.6665592783505154,0.9383219954648526,0.779431154643059,0.7798872180451127,0.6677367576243981,2069,1035,2080,136
high_debt_burden,full,LDA,0.16,0.673202614379085,0.9342403628117913,0.7825261158594491,0.7847744360902256,0.6789727126805778,2060,1000,2115,145
high_debt_burden,full,LDA,0.17,0.6803577343491223,0.9315192743764172,0.7863705972434916,0.7902255639097744,0.6902086677367576,2054,965,2150,151
high_debt_burden,full,LDA,0.18,0.6874790198053038,0.9287981859410431,0.7901234567901235,0.7954887218045112,0.701123595505618,2048,931,2184,157
high_debt_burden,full,LDA,0.19,0.6923337856173677,0.9256235827664399,0.7921599068503784,0.7986842105263158,0.708828250401284,2041,907,2208,164
high_debt_burden,full,LDA,0.2,0.6996223824236183,0.9242630385487528,0.7964048456428292,0.8041353383458647,0.7191011235955056,2038,875,2240,167
high_debt_burden,full,LDA,0.21,0.7043478260869566,0.9183673469387755,0.797244094488189,0.806390977443609,0.7271268057784912,2025,850,2265,180
high_debt_burden,full,LDA,0.22,0.708625525946704,0.9165532879818594,0.7992881154834882,0.8092105263157895,0.7332263242375602,2021,831,2284,184
high_debt_burden,full,LDA,0.23,0.7127169677647892,0.9124716553287981,0.8003182179793157,0.8112781954887218,0.7396468699839487,2012,811,2304,193
high_debt_burden,full,LDA,0.24,0.7182695745441544,0.9111111111111111,0.8032786885245901,0.8150375939849624,0.7470304975922953,2009,788,2327,196
high_debt_burden,full,LDA,0.25,0.7223622614332013,0.909750566893424,0.8052990766760336,0.8176691729323309,0.7524879614767255,2006,771,2344,199
high_debt_burden,full,LDA,0.26,0.727802037845706,0.9070294784580499,0.8075913587724612,0.8208646616541353,0.7598715890850722,2000,748,2367,205
high_debt_burden,full,LDA,0.27,0.7328188166115399,0.9043083900226757,0.8095818107998376,0.8236842105263158,0.7666131621187801,1994,727,2388,211
high_debt_burden,full,LDA,0.28,0.7358280844757318,0.9006802721088435,0.8099510603588908,0.824812030075188,0.771107544141252,1986,713,2402,219
high_debt_burden,full,LDA,0.29,0.7410179640718563,0.8979591836734694,0.8119745745335246,0.8276315789473684,0.7778491171749599,1980,692,2423,225
high_debt_burden,full,LDA,0.3,0.7451941198643046,0.8965986394557823,0.8139151914368054,0.8300751879699249,0.7829855537720706,1977,676,2439,228
high_debt_burden,full,LDA,0.31,0.7490494296577946,0.8934240362811792,0.8148914167528438,0.831766917293233,0.7881219903691814,1970,660,2455,235
high_debt_burden,full,LDA,0.32,0.7525812619502869,0.8925170068027211,0.8165975103734441,0.8338345864661654,0.7922953451043339,1968,647,2468,237
high_debt_burden,full,LDA,0.33,0.7589941972920696,0.889795918367347,0.819206680584551,0.837218045112782,0.8,1962,623,2492,243
high_debt_burden,full,LDA,0.34,0.759813447337738,0.8866213151927438,0.8183340309753034,0.8368421052631579,0.8016051364365971,1955,618,2497,250
high_debt_burden,full,LDA,0.35000000000000003,0.7626124364489636,0.8843537414965986,0.8189836203275934,0.83796992481203,0.8051364365971108,1950,607,2508,255
high_debt_burden,full,LDA,0.36,0.765261914139425,0.8811791383219955,0.8191399662731872,0.8387218045112782,0.8086677367576244,1943,596,2519,262
high_debt_burden,full,LDA,0.37,0.7679492264974217,0.8780045351473923,0.8192975031739315,0.8394736842105263,0.812199036918138,1936,585,2530,269
high_debt_burden,full,LDA,0.38,0.7725819344524381,0.8766439909297052,0.8213299341406416,0.8419172932330827,0.8173354735152488,1933,569,2546,272
high_debt_burden,full,LDA,0.39,0.7767029423619508,0.873922902494331,0.8224498506188647,0.843609022556391,0.8221508828250401,1927,554,2561,278
high_debt_burden,full,LDA,0.4,0.7796266233766234,0.8712018140589569,0.8228742771471406,0.8445488721804512,0.8256821829855537,1921,543,2572,284
high_debt_burden,full,LDA,0.41000000000000003,0.7853338795575584,0.8693877551020408,0.8252260008609558,0.8473684210526315,0.8317817014446228,1917,524,2591,288
high_debt_burden,full,LDA,0.42,0.7891466445733223,0.8639455782312925,0.8248538644728296,0.8479323308270676,0.8365971107544141,1905,509,2606,300
high_debt_burden,full,LDA,0.43,0.7922240802675585,0.8594104308390023,0.8244507287361322,0.8483082706766917,0.8404494382022472,1895,497,2618,310
high_debt_burden,full,LDA,0.44,0.7952921395544347,0.8580498866213152,0.8254799301919721,0.849624060150376,0.8436597110754415,1892,487,2628,313
high_debt_burden,full,LDA,0.45,0.7999152183128444,0.85578231292517,0.8269062226117441,0.8515037593984962,0.8484751203852328,1887,472,2643,318
high_debt_burden,full,LDA,0.46,0.8043758043758044,0.8503401360544217,0.8267195767195767,0.8522556390977444,0.8536115569823435,1875,456,2659,330
high_debt_burden,full,LDA,0.47000000000000003,0.8075927523727351,0.8489795918367347,0.8277691797479548,0.8535714285714285,0.8568218298555377,1872,446,2669,333
high_debt_burden,full,LDA,0.48,0.8081597222222222,0.8444444444444444,0.8259037480594367,0.8524436090225563,0.8581059390048154,1862,442,2673,343
high_debt_burden,full,LDA,0.49,0.8108344255133246,0.8417233560090703,0.8259902091677793,0.8530075187969924,0.8609951845906902,1856,433,2682,349
high_debt_burden,full,LDA,0.5,0.8114285714285714,0.83718820861678,0.8241071428571428,0.8518796992481203,0.8622792937399679,1846,429,2686,359
high_debt_burden,full,LDA,0.51,0.8166888592987128,0.8344671201814059,0.8254822790489009,0.8537593984962406,0.8674157303370786,1840,413,2702,365
high_debt_burden,full,LDA,0.52,0.8176549264378065,0.8317460317460318,0.8246402877697842,0.8533834586466166,0.8686998394863563,1834,409,2706,371
high_debt_burden,full,LDA,0.53,0.8203861697350696,0.8285714285714286,0.8244584837545126,0.8537593984962406,0.8715890850722311,1827,400,2715,378
high_debt_burden,full,LDA,0.54,0.823556161891769,0.8213151927437642,0.8224341507720254,0.8530075187969924,0.8754414125200642,1811,388,2727,394
high_debt_burden,full,LDA,0.55,0.8281897742975587,0.8154195011337868,0.8217550274223034,0.8533834586466166,0.8802568218298555,1798,373,2742,407
high_debt_burden,full,LDA,0.56,0.8316279069767442,0.8108843537414966,0.8211251435132031,0.8535714285714285,0.8837881219903692,1788,362,2753,417
high_debt_burden,full,LDA,0.5700000000000001,0.8335684062059239,0.8040816326530612,0.8185595567867037,0.8522556390977444,0.8863563402889245,1773,354,2761,432
high_debt_burden,full,LDA,0.58,0.8347619047619048,0.7950113378684808,0.8144018583042973,0.849812030075188,0.8886035313001606,1753,347,2768,452
high_debt_burden,full,LDA,0.59,0.8352490421455939,0.7909297052154195,0.812485441416259,0.8486842105263158,0.8895666131621188,1744,344,2771,461
high_debt_burden,full,LDA,0.6,0.8383984563434635,0.7882086167800454,0.8125292192613371,0.8492481203007519,0.8924558587479936,1738,335,2780,467
high_debt_burden,full,LDA,0.61,0.8400583373845406,0.7836734693877551,0.8108869075551384,0.8484962406015037,0.8943820224719101,1728,329,2786,477
high_debt_burden,full,LDA,0.62,0.843426883308715,0.7768707482993197,0.8087818696883852,0.8477443609022557,0.8979133226324237,1713,318,2797,492
high_debt_burden,full,LDA,0.63,0.846307385229541,0.7691609977324263,0.8058921358992635,0.8464285714285714,0.9011235955056179,1696,308,2807,509
high_debt_burden,full,LDA,0.64,0.8493702770780857,0.7646258503401361,0.8047732696897375,0.8462406015037593,0.9040128410914928,1686,299,2816,519
high_debt_burden,full,LDA,0.65,0.8487780040733197,0.7560090702947846,0.7997121611897338,0.8430451127819549,0.9046548956661317,1667,297,2818,538
high_debt_burden,full,LDA,0.66,0.8493573264781491,0.7492063492063492,0.796144578313253,0.8409774436090226,0.9059390048154093,1652,293,2822,553
high_debt_burden,full,LDA,0.67,0.8546875,0.7442176870748299,0.7956363636363636,0.8415413533834587,0.9104333868378812,1641,279,2836,564
high_debt_burden,full,LDA,0.68,0.8563096500530223,0.7324263038548753,0.7895380102664384,0.8381578947368421,0.9130016051364366,1615,271,2844,590
high_debt_burden,full,LDA,0.6900000000000001,0.8593666129898014,0.726077097505669,0.7871189773844642,0.837218045112782,0.9158908507223114,1601,262,2853,604
high_debt_burden,full,LDA,0.7000000000000001,0.864184008762322,0.7156462585034014,0.7829322748697594,0.8355263157894737,0.9203852327447833,1578,248,2867,627
high_debt_burden,full,LDA,0.71,0.8666297731045932,0.710204081632653,0.7806580259222332,0.8345864661654135,0.9226324237560193,1566,241,2874,639
high_debt_burden,full,LDA,0.72,0.8691011235955056,0.7015873015873015,0.7764115432873274,0.8325187969924812,0.9252006420545746,1547,233,2882,658
high_debt_burden,full,LDA,0.73,0.8704337899543378,0.691609977324263,0.7707859489512257,0.8295112781954888,0.9271268057784912,1525,227,2888,680
high_debt_burden,full,LDA,0.74,0.8714368819080861,0.6793650793650794,0.7635066258919471,0.825563909774436,0.9290529695024077,1498,221,2894,707
high_debt_burden,full,LDA,0.75,0.8735905044510386,0.6675736961451247,0.7568123393316195,0.8221804511278196,0.931621187800963,1472,213,2902,733
high_debt_burden,full,LDA,0.76,0.8747731397459165,0.6557823129251701,0.7496111975116642,0.8184210526315789,0.9335473515248797,1446,207,2908,759
high_debt_burden,full,LDA,0.77,0.877008652657602,0.6435374149659864,0.7423489406225476,0.8148496240601504,0.936115569823435,1419,199,2916,786
high_debt_burden,full,LDA,0.78,0.8800505050505051,0.6321995464852608,0.7358141989970969,0.8118421052631579,0.9390048154093098,1394,190,2925,811
high_debt_burden,full,LDA,0.79,0.8822768434670116,0.61859410430839,0.7272727272727273,0.8077067669172933,0.9415730337078652,1364,182,2933,841
high_debt_burden,full,LDA,0.8,0.8849498327759198,0.6,0.7151351351351352,0.8018796992481203,0.9447833065810594,1323,172,2943,882
high_debt_burden,full,LDA,0.81,0.889958734525447,0.5868480725623583,0.7072970757037442,0.7986842105263158,0.9486356340288925,1294,160,2955,911
high_debt_burden,full,LDA,0.8200000000000001,0.8907142857142857,0.5655328798185941,0.6918169209431345,0.7911654135338346,0.9508828250401284,1247,153,2962,958
high_debt_burden,full,LDA,0.8300000000000001,0.8959580838323353,0.5428571428571428,0.6760802033323918,0.7843984962406015,0.9553772070626003,1197,139,2976,1008
high_debt_burden,full,LDA,0.84,0.8965785381026439,0.5229024943310657,0.6605557146949298,0.7772556390977443,0.9573033707865168,1153,133,2982,1052
high_debt_burden,full,LDA,0.85,0.9004081632653061,0.5002267573696145,0.6431486880466473,0.7699248120300752,0.9608346709470305,1103,122,2993,1102
high_debt_burden,full,LDA,0.86,0.9003466204506065,0.4712018140589569,0.6186364989580232,0.7592105263157894,0.9630818619582665,1039,115,3000,1166
high_debt_burden,full,LDA,0.87,0.900271985494107,0.45034013605442175,0.6003627569528416,0.7515037593984962,0.9646869983948636,993,110,3005,1212
high_debt_burden,full,LDA,0.88,0.9056244041944709,0.4308390022675737,0.5838967424708051,0.7454887218045113,0.9682182985553772,950,99,3016,1255
high_debt_burden,full,LDA,0.89,0.9120654396728016,0.40453514739229024,0.5604775369148602,0.7370300751879699,0.9723916532905297,892,86,3029,1313
high_debt_burden,full,LDA,0.9,0.9192139737991266,0.381859410430839,0.5395706504325537,0.7298872180451128,0.9762439807383627,842,74,3041,1363
high_debt_burden,full,LDA,0.91,0.9262295081967213,0.35873015873015873,0.517162471395881,0.7223684210526315,0.9797752808988764,791,63,3052,1414
high_debt_burden,full,LDA,0.92,0.9310344827586207,0.3306122448979592,0.4879518072289157,0.7124060150375939,0.9826645264847512,729,54,3061,1476
high_debt_burden,full,LDA,0.93,0.9382022471910112,0.3029478458049887,0.4580047994514912,0.7028195488721805,0.9858747993579454,668,44,3071,1537
high_debt_burden,full,LDA,0.9400000000000001,0.9447077409162717,0.27120181405895694,0.4214235377026075,0.6913533834586466,0.9887640449438202,598,35,3080,1607
high_debt_burden,full,LDA,0.9500000000000001,0.9529837251356239,0.23900226757369614,0.3821609862219,0.6796992481203008,0.991653290529695,527,26,3089,1678
high_debt_burden,full,LDA,0.96,0.9599198396793587,0.21723356009070294,0.3542899408284023,0.6718045112781955,0.9935794542536116,479,20,3095,1726
high_debt_burden,full,LDA,0.97,0.9689737470167065,0.18412698412698414,0.3094512195121951,0.6593984962406015,0.9958266452648475,406,13,3102,1799
high_debt_burden,full,LDA,0.98,0.9851190476190477,0.15011337868480726,0.26052735143644234,0.6468045112781955,0.9983948635634029,331,5,3110,1874
high_debt_burden,full,LDA,0.99,0.9866071428571429,0.10022675736961452,0.18196788801976121,0.6265037593984962,0.9990369181380417,221,3,3112,1984
high_debt_burden,full,KNN,0.01,0.441602899718083,0.9945578231292517,0.6116301771022173,0.47650375939849626,0.10979133226324238,2193,2773,342,12
high_debt_burden,full,KNN,0.02,0.441602899718083,0.9945578231292517,0.6116301771022173,0.47650375939849626,0.10979133226324238,2193,2773,342,12
high_debt_burden,full,KNN,0.03,0.441602899718083,0.9945578231292517,0.6116301771022173,0.47650375939849626,0.10979133226324238,2193,2773,342,12
high_debt_burden,full,KNN,0.04,0.441602899718083,0.9945578231292517,0.6116301771022173,0.47650375939849626,0.10979133226324238,2193,2773,342,12
high_debt_burden,full,KNN,0.05,0.441602899718083,0.9945578231292517,0.6116301771022173,0.47650375939849626,0.10979133226324238,2193,2773,342,12
high_debt_burden,full,KNN,0.06,0.441602899718083,0.9945578231292517,0.6116301771022173,0.47650375939849626,0.10979133226324238,2193,2773,342,12
high_debt_burden,full,KNN,0.07,0.4870873568380867,0.9836734693877551,0.6515470111144488,0.5639097744360902,0.2667736757624398,2169,2284,831,36
high_debt_burden,full,KNN,0.08,0.4870873568380867,0.9836734693877551,0.6515470111144488,0.5639097744360902,0.2667736757624398,2169,2284,831,36
high_debt_burden,full,KNN,0.09,0.4870873568380867,0.9836734693877551,0.6515470111144488,0.5639097744360902,0.2667736757624398,2169,2284,831,36
high_debt_burden,full,KNN,0.1,0.4870873568380867,0.9836734693877551,0.6515470111144488,0.5639097744360902,0.2667736757624398,2169,2284,831,36
high_debt_burden,full,KNN,0.11,0.4870873568380867,0.9836734693877551,0.6515470111144488,0.5639097744360902,0.2667736757624398,2169,2284,831,36
high_debt_burden,full,KNN,0.12,0.4870873568380867,0.9836734693877551,0.6515470111144488,0.5639097744360902,0.2667736757624398,2169,2284,831,36
high_debt_burden,full,KNN,0.13,0.4870873568380867,0.9836734693877551,0.6515470111144488,0.5639097744360902,0.2667736757624398,2169,2284,831,36
high_debt_burden,full,KNN,0.14,0.5412566237698713,0.9727891156462585,0.6955252918287937,0.6469924812030076,0.41637239165329054,2145,1818,1297,60
high_debt_burden,full,KNN,0.15,0.5412566237698713,0.9727891156462585,0.6955252918287937,0.6469924812030076,0.41637239165329054,2145,1818,1297,60
high_debt_burden,full,KNN,0.16,0.5412566237698713,0.9727891156462585,0.6955252918287937,0.6469924812030076,0.41637239165329054,2145,1818,1297,60
high_debt_burden,full,KNN,0.17,0.5412566237698713,0.9727891156462585,0.6955252918287937,0.6469924812030076,0.41637239165329054,2145,1818,1297,60
high_debt_burden,full,KNN,0.18,0.5412566237698713,0.9727891156462585,0.6955252918287937,0.6469924812030076,0.41637239165329054,2145,1818,1297,60
high_debt_burden,full,KNN,0.19,0.5412566237698713,0.9727891156462585,0.6955252918287937,0.6469924812030076,0.41637239165329054,2145,1818,1297,60
high_debt_burden,full,KNN,0.2,0.5412566237698713,0.9727891156462585,0.6955252918287937,0.6469924812030076,0.41637239165329054,2145,1818,1297,60
high_debt_burden,full,KNN,0.21,0.592186621697583,0.9555555555555556,0.7312163803574528,0.7088345864661654,0.5341894060995185,2107,1451,1664,98
high_debt_burden,full,KNN,0.22,0.592186621697583,0.9555555555555556,0.7312163803574528,0.7088345864661654,0.5341894060995185,2107,1451,1664,98
high_debt_burden,full,KNN,0.23,0.592186621697583,0.9555555555555556,0.7312163803574528,0.7088345864661654,0.5341894060995185,2107,1451,1664,98
high_debt_burden,full,KNN,0.24,0.592186621697583,0.9555555555555556,0.7312163803574528,0.7088345864661654,0.5341894060995185,2107,1451,1664,98
high_debt_burden,full,KNN,0.25,0.592186621697583,0.9555555555555556,0.7312163803574528,0.7088345864661654,0.5341894060995185,2107,1451,1664,98
high_debt_burden,full,KNN,0.26,0.592186621697583,0.9555555555555556,0.7312163803574528,0.7088345864661654,0.5341894060995185,2107,1451,1664,98
high_debt_burden,full,KNN,0.27,0.6429689946758534,0.9310657596371882,0.7606520933679141,0.7571428571428571,0.6340288924558587,2053,1140,1975,152
high_debt_burden,full,KNN,0.28,0.6429689946758534,0.9310657596371882,0.7606520933679141,0.7571428571428571,0.6340288924558587,2053,1140,1975,152
high_debt_burden,full,KNN,0.29,0.6429689946758534,0.9310657596371882,0.7606520933679141,0.7571428571428571,0.6340288924558587,2053,1140,1975,152
high_debt_burden,full,KNN,0.3,0.6429689946758534,0.9310657596371882,0.7606520933679141,0.7571428571428571,0.6340288924558587,2053,1140,1975,152
high_debt_burden,full,KNN,0.31,0.6429689946758534,0.9310657596371882,0.7606520933679141,0.7571428571428571,0.6340288924558587,2053,1140,1975,152
high_debt_burden,full,KNN,0.32,0.6429689946758534,0.9310657596371882,0.7606520933679141,0.7571428571428571,0.6340288924558587,2053,1140,1975,152
high_debt_burden,full,KNN,0.33,0.6429689946758534,0.9310657596371882,0.7606520933679141,0.7571428571428571,0.6340288924558587,2053,1140,1975,152
high_debt_burden,full,KNN,0.34,0.6903270702853166,0.8997732426303855,0.7812561527859815,0.7911654135338346,0.7142857142857143,1984,890,2225,221
high_debt_burden,full,KNN,0.35000000000000003,0.6903270702853166,0.8997732426303855,0.7812561527859815,0.7911654135338346,0.7142857142857143,1984,890,2225,221
high_debt_burden,full,KNN,0.36,0.6903270702853166,0.8997732426303855,0.7812561527859815,0.7911654135338346,0.7142857142857143,1984,890,2225,221
high_debt_burden,full,KNN,0.37,0.6903270702853166,0.8997732426303855,0.7812561527859815,0.7911654135338346,0.7142857142857143,1984,890,2225,221
high_debt_burden,full,KNN,0.38,0.6903270702853166,0.8997732426303855,0.7812561527859815,0.7911654135338346,0.7142857142857143,1984,890,2225,221
high_debt_burden,full,KNN,0.39,0.6903270702853166,0.8997732426303855,0.7812561527859815,0.7911654135338346,0.7142857142857143,1984,890,2225,221
high_debt_burden,full,KNN,0.4,0.6903270702853166,0.8997732426303855,0.7812561527859815,0.7911654135338346,0.7142857142857143,1984,890,2225,221
high_debt_burden,full,KNN,0.41000000000000003,0.7279752704791345,0.854421768707483,0.7861464635927394,0.8073308270676691,0.7739967897271268,1884,704,2411,321
high_debt_burden,full,KNN,0.42,0.7279752704791345,0.854421768707483,0.7861464635927394,0.8073308270676691,0.7739967897271268,1884,704,2411,321
high_debt_burden,full,KNN,0.43,0.7279752704791345,0.854421768707483,0.7861464635927394,0.8073308270676691,0.7739967897271268,1884,704,2411,321
high_debt_burden,full,KNN,0.44,0.7279752704791345,0.854421768707483,0.7861464635927394,0.8073308270676691,0.7739967897271268,1884,704,2411,321
high_debt_burden,full,KNN,0.45,0.7279752704791345,0.854421768707483,0.7861464635927394,0.8073308270676691,0.7739967897271268,1884,704,2411,321
high_debt_burden,full,KNN,0.46,0.7279752704791345,0.854421768707483,0.7861464635927394,0.8073308270676691,0.7739967897271268,1884,704,2411,321
high_debt_burden,full,KNN,0.47000000000000003,0.7658008658008658,0.8022675736961451,0.783610188261351,0.8163533834586466,0.8263242375601926,1769,541,2574,436
high_debt_burden,full,KNN,0.48,0.7658008658008658,0.8022675736961451,0.783610188261351,0.8163533834586466,0.8263242375601926,1769,541,2574,436
high_debt_burden,full,KNN,0.49,0.7658008658008658,0.8022675736961451,0.783610188261351,0.8163533834586466,0.8263242375601926,1769,541,2574,436
high_debt_burden,full,KNN,0.5,0.7658008658008658,0.8022675736961451,0.783610188261351,0.8163533834586466,0.8263242375601926,1769,541,2574,436
high_debt_burden,full,KNN,0.51,0.7658008658008658,0.8022675736961451,0.783610188261351,0.8163533834586466,0.8263242375601926,1769,541,2574,436
high_debt_burden,full,KNN,0.52,0.7658008658008658,0.8022675736961451,0.783610188261351,0.8163533834586466,0.8263242375601926,1769,541,2574,436
high_debt_burden,full,KNN,0.53,0.7658008658008658,0.8022675736961451,0.783610188261351,0.8163533834586466,0.8263242375601926,1769,541,2574,436
high_debt_burden,full,KNN,0.54,0.7947421638018201,0.7129251700680272,0.7516136743963662,0.8046992481203008,0.8696629213483146,1572,406,2709,633
high_debt_burden,full,KNN,0.55,0.7947421638018201,0.7129251700680272,0.7516136743963662,0.8046992481203008,0.8696629213483146,1572,406,2709,633
high_debt_burden,full,KNN,0.56,0.7947421638018201,0.7129251700680272,0.7516136743963662,0.8046992481203008,0.8696629213483146,1572,406,2709,633
high_debt_burden,full,KNN,0.5700000000000001,0.7947421638018201,0.7129251700680272,0.7516136743963662,0.8046992481203008,0.8696629213483146,1572,406,2709,633
high_debt_burden,full,KNN,0.58,0.7947421638018201,0.7129251700680272,0.7516136743963662,0.8046992481203008,0.8696629213483146,1572,406,2709,633
high_debt_burden,full,KNN,0.59,0.7947421638018201,0.7129251700680272,0.7516136743963662,0.8046992481203008,0.8696629213483146,1572,406,2709,633
high_debt_burden,full,KNN,0.6,0.7947421638018201,0.7129251700680272,0.7516136743963662,0.8046992481203008,0.8696629213483146,1572,406,2709,633
high_debt_burden,full,KNN,0.61,0.8306351183063512,0.6049886621315193,0.7000787194961952,0.7851503759398496,0.9126805778491172,1334,272,2843,871
high_debt_burden,full,KNN,0.62,0.8306351183063512,0.6049886621315193,0.7000787194961952,0.7851503759398496,0.9126805778491172,1334,272,2843,871
high_debt_burden,full,KNN,0.63,0.8306351183063512,0.6049886621315193,0.7000787194961952,0.7851503759398496,0.9126805778491172,1334,272,2843,871
high_debt_burden,full,KNN,0.64,0.8306351183063512,0.6049886621315193,0.7000787194961952,0.7851503759398496,0.9126805778491172,1334,272,2843,871
high_debt_burden,full,KNN,0.65,0.8306351183063512,0.6049886621315193,0.7000787194961952,0.7851503759398496,0.9126805778491172,1334,272,2843,871
high_debt_burden,full,KNN,0.66,0.8306351183063512,0.6049886621315193,0.7000787194961952,0.7851503759398496,0.9126805778491172,1334,272,2843,871
high_debt_burden,full,KNN,0.67,0.8608990670059372,0.4603174603174603,0.5998817966903073,0.7454887218045113,0.9473515248796147,1015,164,2951,1190
high_debt_burden,full,KNN,0.68,0.8608990670059372,0.4603174603174603,0.5998817966903073,0.7454887218045113,0.9473515248796147,1015,164,2951,1190
high_debt_burden,full,KNN,0.6900000000000001,0.8608990670059372,0.4603174603174603,0.5998817966903073,0.7454887218045113,0.9473515248796147,1015,164,2951,1190
high_debt_burden,full,KNN,0.7000000000000001,0.8608990670059372,0.4603174603174603,0.5998817966903073,0.7454887218045113,0.9473515248796147,1015,164,2951,1190
high_debt_burden,full,KNN,0.71,0.8608990670059372,0.4603174603174603,0.5998817966903073,0.7454887218045113,0.9473515248796147,1015,164,2951,1190
high_debt_burden,full,KNN,0.72,0.8608990670059372,0.4603174603174603,0.5998817966903073,0.7454887218045113,0.9473515248796147,1015,164,2951,1190
