Predicted_mean,Observed_rate
0.0,0.0009157509157509158
0.0004775386388969772,0.0
0.0011810776297164463,0.003669724770642202
0.0034961000977156735,0.0030075187969924814
0.007414771248103301,0.014727540500736377
0.0129712771233055,0.0074850299401197605
0.02036326906606897,0.02533532041728763
0.03152217553778933,0.03714710252600297
0.05776332831444093,0.05943536404160475
0.12524685322809462,0.11144130757800892
