outcome,feature_set,model,precision,recall,threshold,average_precision
default,app,"Logistic (app, calibrated)",0.028619813717188823,0.9548022598870056,0.004403541919437544,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02864406779661017,0.9548022598870056,0.004424339109092312,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02864892354636379,0.9548022598870056,0.004479664206107975,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02878065395095368,0.9548022598870056,0.004561527581329562,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.028819918144611188,0.9548022598870056,0.004604299879529238,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.028824833702882482,0.9548022598870056,0.004694835680751174,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02884943666780471,0.9548022598870056,0.005045636320865679,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029052776345195118,0.9548022598870056,0.005049662597619228,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029112833763996555,0.9548022598870056,0.0050769763016779105,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029122867482336723,0.9548022598870056,0.005106937208664656,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029127886935539467,0.9548022598870056,0.005196132092683816,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02924381380861741,0.9548022598870056,0.0053084155010318735,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02927927927927928,0.9548022598870056,0.00539007452224929,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029304664470261834,0.9548022598870056,0.005449362843729041,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029340277777777778,0.9548022598870056,0.005569099861370047,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029345372460496615,0.9548022598870056,0.005684934690652164,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02942200557103064,0.9548022598870056,0.0058569500674763835,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029432253570184606,0.9548022598870056,0.005877061469265367,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02949389179755672,0.9548022598870056,0.005928803190787516,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029499039972071914,0.9548022598870056,0.006097036218565647,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029514495284666434,0.9548022598870056,0.006106871308077716,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02952480782669462,0.9548022598870056,0.006130664826317,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02952996680062904,0.9548022598870056,0.006135061573752326,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.02953512757777001,0.9548022598870056,0.006141822722100547,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.0295402901590631,0.9548022598870056,0.006145920356446672,0.053875242477803995
default,app,"Logistic (app, calibrated)",0.029566130160951713,0.9548022598870056,0.0062303443179872586,0.053875242477803995
