outcome,feature_set,model,threshold,precision,recall,f1,accuracy,specificity,TP,FP,TN,FN
high_debt_burden,app,"Logistic (app, calibrated)",0.66,0.6265060240963856,0.023582766439909298,0.045454545454545456,0.5894736842105263,0.9900481540930979,52,31,3084,2153
high_debt_burden,app,"Logistic (app, calibrated)",0.67,0.6417910447761194,0.019501133786848073,0.03785211267605634,0.5890977443609022,0.9922953451043338,43,24,3091,2162
high_debt_burden,app,"Logistic (app, calibrated)",0.68,0.640625,0.018594104308390022,0.03613926840017629,0.5889097744360903,0.9926163723916533,41,23,3092,2164
high_debt_burden,app,"Logistic (app, calibrated)",0.6900000000000001,0.6101694915254238,0.0163265306122449,0.03180212014134276,0.58796992481203,0.9926163723916533,36,23,3092,2169
high_debt_burden,app,"Logistic (app, calibrated)",0.7000000000000001,0.6041666666666666,0.013151927437641724,0.025743453173546385,0.5874060150375939,0.993900481540931,29,19,3096,2176
high_debt_burden,app,"Logistic (app, calibrated)",0.71,0.6,0.009523809523809525,0.018750000000000003,0.5868421052631579,0.9955056179775281,21,14,3101,2184
high_debt_burden,app,"Logistic (app, calibrated)",0.72,0.6,0.00816326530612245,0.016107382550335572,0.5866541353383459,0.996147672552167,18,12,3103,2187
high_debt_burden,app,"Logistic (app, calibrated)",0.73,0.5217391304347826,0.005442176870748299,0.010771992818671453,0.5857142857142857,0.9964686998394864,12,11,3104,2193
high_debt_burden,app,"Logistic (app, calibrated)",0.74,0.55,0.004988662131519274,0.009887640449438203,0.5859022556390977,0.9971107544141252,11,9,3106,2194
high_debt_burden,app,"Logistic (app, calibrated)",0.75,0.55,0.004988662131519274,0.009887640449438203,0.5859022556390977,0.9971107544141252,11,9,3106,2194
high_debt_burden,app,"Logistic (app, calibrated)",0.76,0.5789473684210527,0.004988662131519274,0.009892086330935251,0.5860902255639098,0.9974317817014446,11,8,3107,2194
high_debt_burden,app,"Logistic (app, calibrated)",0.77,0.5555555555555556,0.0045351473922902496,0.008996851102114262,0.5859022556390977,0.9974317817014446,10,8,3107,2195
high_debt_burden,app,"Logistic (app, calibrated)",0.78,0.5555555555555556,0.0045351473922902496,0.008996851102114262,0.5859022556390977,0.9974317817014446,10,8,3107,2195
high_debt_burden,app,"Logistic (app, calibrated)",0.79,0.6666666666666666,0.0045351473922902496,0.00900900900900901,0.5864661654135338,0.9983948635634029,10,5,3110,2195
high_debt_burden,app,"Logistic (app, calibrated)",0.8,0.6428571428571429,0.004081632653061225,0.008111762054979722,0.5862781954887218,0.9983948635634029,9,5,3110,2196
high_debt_burden,app,"Logistic (app, calibrated)",0.81,0.6153846153846154,0.0036281179138321997,0.00721370604147881,0.5860902255639098,0.9983948635634029,8,5,3110,2197
high_debt_burden,app,"Logistic (app, calibrated)",0.8200000000000001,0.4444444444444444,0.0018140589569160999,0.003613369467028004,0.5853383458646616,0.9983948635634029,4,5,3110,2201
high_debt_burden,app,"Logistic (app, calibrated)",0.8300000000000001,0.4444444444444444,0.0018140589569160999,0.003613369467028004,0.5853383458646616,0.9983948635634029,4,5,3110,2201
high_debt_burden,app,"Logistic (app, calibrated)",0.84,0.4444444444444444,0.0018140589569160999,0.003613369467028004,0.5853383458646616,0.9983948635634029,4,5,3110,2201
high_debt_burden,app,"Logistic (app, calibrated)",0.85,0.4444444444444444,0.0018140589569160999,0.003613369467028004,0.5853383458646616,0.9983948635634029,4,5,3110,2201
high_debt_burden,app,"Logistic (app, calibrated)",0.86,0.42857142857142855,0.0013605442176870747,0.0027124773960216994,0.5853383458646616,0.9987158908507223,3,4,3111,2202
high_debt_burden,app,"Logistic (app, calibrated)",0.87,0.4,0.0009070294784580499,0.001809954751131222,0.5853383458646616,0.9990369181380417,2,3,3112,2203
high_debt_burden,app,"Logistic (app, calibrated)",0.88,0.6666666666666666,0.0009070294784580499,0.001811594202898551,0.5857142857142857,0.9996789727126806,2,1,3114,2203
high_debt_burden,app,"Logistic (app, calibrated)",0.89,0.6666666666666666,0.0009070294784580499,0.001811594202898551,0.5857142857142857,0.9996789727126806,2,1,3114,2203
high_debt_burden,app,"Logistic (app, calibrated)",0.9,0.6666666666666666,0.0009070294784580499,0.001811594202898551,0.5857142857142857,0.9996789727126806,2,1,3114,2203
high_debt_burden,app,"Logistic (app, calibrated)",0.91,1.0,0.0009070294784580499,0.0018124150430448573,0.5859022556390977,1.0,2,0,3115,2203
high_debt_burden,app,"Logistic (app, calibrated)",0.92,1.0,0.0009070294784580499,0.0018124150430448573,0.5859022556390977,1.0,2,0,3115,2203
high_debt_burden,app,"Logistic (app, calibrated)",0.93,1.0,0.0009070294784580499,0.0018124150430448573,0.5859022556390977,1.0,2,0,3115,2203
high_debt_burden,app,"Logistic (app, calibrated)",0.9400000000000001,1.0,0.0009070294784580499,0.0018124150430448573,0.5859022556390977,1.0,2,0,3115,2203
high_debt_burden,app,"Logistic (app, calibrated)",0.9500000000000001,0.0,0.0,0.0,0.5855263157894737,1.0,0,0,3115,2205
high_debt_burden,app,"Logistic (app, calibrated)",0.96,0.0,0.0,0.0,0.5855263157894737,1.0,0,0,3115,2205
high_debt_burden,app,"Logistic (app, calibrated)",0.97,0.0,0.0,0.0,0.5855263157894737,1.0,0,0,3115,2205
high_debt_burden,app,"Logistic (app, calibrated)",0.98,0.0,0.0,0.0,0.5855263157894737,1.0,0,0,3115,2205
high_debt_burden,app,"Logistic (app, calibrated)",0.99,0.0,0.0,0.0,0.5855263157894737,1.0,0,0,3115,2205
