outcome,feature_set,model,fpr,tpr,threshold,auc
high_debt_burden,app,"Logistic (app, calibrated)",0.05810593900481541,0.11428571428571428,0.6198993038075444,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.058426966292134834,0.11473922902494331,0.6198005583152071,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.059069020866773674,0.11473922902494331,0.6194594346963623,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.059069020866773674,0.11519274376417234,0.6193461685457781,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06003210272873194,0.11519274376417234,0.6187761052342162,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.060674157303370786,0.11882086167800454,0.6186823271581687,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.060995184590690206,0.11882086167800454,0.6185299857647977,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.060995184590690206,0.11972789115646258,0.6177657476678837,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06131621187800963,0.11972789115646258,0.6177609743028571,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06131621187800963,0.12018140589569161,0.6174728028979605,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06163723916532905,0.1219954648526077,0.6173596212678619,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06163723916532905,0.12290249433106576,0.6165180978264212,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06195826645264847,0.12290249433106576,0.6160354639996591,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06260032102728733,0.12471655328798185,0.6156168204986912,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06324237560192617,0.12562358276643992,0.6155327068415641,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.063884430176565,0.12562358276643992,0.6146416020556454,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06452648475120386,0.12607709750566892,0.614355620059014,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06581059390048154,0.127437641723356,0.6142844740886246,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06645264847512039,0.12789115646258503,0.6140205932241873,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06645264847512039,0.12834467120181406,0.6137615327856147,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06741573033707865,0.12834467120181406,0.6123975468603144,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06741573033707865,0.1287981859410431,0.6123401896367895,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.06773675762439807,0.1287981859410431,0.6119685383564224,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0709470304975923,0.14285714285714285,0.6114778576059487,0.6700771994190935
high_debt_burden,app,"Logistic (app, calibrated)",0.0709470304975923,0.14331065759637188,0.6113383151883441,0.6700771994190935
